"Species";"Latitude";"Longitude";"Source"
"Dictyota dichotoma";51,54476;-4,09131;"Marinespeed"
"Dictyota dichotoma";50,3301;-5,22858;"Marinespeed"
"Dictyota dichotoma";54,05552;-4,77243;"Marinespeed"
"Dictyota dichotoma";49,71018;-2,18202;"Marinespeed"
"Dictyota dichotoma";55,69647;-5,4431;"Marinespeed"
"Dictyota dichotoma";60,45344;-1,4937;"Marinespeed"
"Dictyota dichotoma";50,79199;-0,20856;"Marinespeed"
"Dictyota dichotoma";50,74909;-0,62701;"Marinespeed"
"Dictyota dichotoma";50,66467;-1,57618;"Marinespeed"
"Dictyota dichotoma";55,737;-6,49722;"Marinespeed"
"Dictyota dichotoma";50,73035;-0,71825;"Marinespeed"
"Dictyota dichotoma";50,69802;-0,80835;"Marinespeed"
"Dictyota dichotoma";52,14023;-4,6051;"Marinespeed"
"Dictyota dichotoma";51,69811;-5,25633;"Marinespeed"
"Dictyota dichotoma";53,00012;-4,40692;"Marinespeed"
"Dictyota dichotoma";53,34173;-4,17821;"Marinespeed"
"Dictyota dichotoma";55,23643;-6,32332;"Marinespeed"
"Dictyota dichotoma";54,318;-5,53082;"Marinespeed"
"Dictyota dichotoma";54,52695;-5,46569;"Marinespeed"
"Dictyota dichotoma";54,92747;-5,723;"Marinespeed"
"Dictyota dichotoma";54,02394;-6,06113;"Marinespeed"
"Dictyota dichotoma";54,49981;-5,63413;"Marinespeed"
"Dictyota dichotoma";38,75;0,23;"Marinespeed"
"Dictyota dichotoma";58,07885;8,10084;"Marinespeed"
"Dictyota dichotoma";51,95833333;-7,875;"Marinespeed"
"Dictyota dichotoma";54,30071;-8,93003;"Marinespeed"
"Dictyota dichotoma";53,79716;-10,04954;"Marinespeed"
"Dictyota dichotoma";53,0634;-9,54461;"Marinespeed"
"Dictyota dichotoma";52,65239;-9,73032;"Marinespeed"
"Dictyota dichotoma";52,68403;-9,65468;"Marinespeed"
"Dictyota dichotoma";52,78867;-9,48965;"Marinespeed"
"Dictyota dichotoma";54,66833;-5,51999;"Marinespeed"
"Dictyota dichotoma";52,28866;-10,20126;"Marinespeed"
"Dictyota dichotoma";51,75916;-9,89585;"Marinespeed"
"Dictyota dichotoma";51,63577;-9,91093;"Marinespeed"
"Dictyota dichotoma";54,98297;-8,46543;"Marinespeed"
"Dictyota dichotoma";53,24716;-9,0501;"Marinespeed"
"Dictyota dichotoma";54,17964;-9,98799;"Marinespeed"
"Dictyota dichotoma";52,1427;-6,89791;"Marinespeed"
"Dictyota dichotoma";55,26452;-7,50935;"Marinespeed"
"Dictyota dichotoma";38,49905;-0,19072;"Marinespeed"
"Dictyota dichotoma";51,63532;-4,77697;"Marinespeed"
"Dictyota dichotoma";50,20118;-3,75171;"Marinespeed"
"Dictyota dichotoma";50,17888;-4,87161;"Marinespeed"
"Dictyota dichotoma";56,05593;-6,25622;"Marinespeed"
"Dictyota dichotoma";56,53941;-6,66861;"Marinespeed"
"Dictyota dichotoma";57,11658;-6,00534;"Marinespeed"
"Dictyota dichotoma";57,1555;-6,10885;"Marinespeed"
"Dictyota dichotoma";57,61895;-5,76811;"Marinespeed"
"Dictyota dichotoma";50,36194;-4,74201;"Marinespeed"
"Dictyota dichotoma";50,70833333;-4,708333333;"Marinespeed"
"Dictyota dichotoma";53,38128;-6,08369;"Marinespeed"
"Dictyota dichotoma";59,9773;-1,34599;"Marinespeed"
"Dictyota dichotoma";55,24938;-6,48949;"Marinespeed"
"Dictyota dichotoma";53,97534;-10,25219;"Marinespeed"
"Dictyota dichotoma";54,15597;-10,10427;"Marinespeed"
"Dictyota dichotoma";51,49056;-9,40324;"Marinespeed"
"Dictyota dichotoma";51,94063;-7,83276;"Marinespeed"
"Dictyota dichotoma";52,56892;-9,82095;"Marinespeed"
"Dictyota dichotoma";51,59634;-9,63455;"Marinespeed"
"Dictyota dichotoma";56,375;-6,041666667;"Marinespeed"
"Dictyota dichotoma";54,32303;-9,5809;"Marinespeed"
"Dictyota dichotoma";52,79047;-4,74394;"Marinespeed"
"Dictyota dichotoma";58,35172;-6,60642;"Marinespeed"
"Dictyota dichotoma";51,55425;-9,82724;"Marinespeed"
"Dictyota dichotoma";51,51245;-8,9693;"Marinespeed"
"Dictyota dichotoma";54,93869;-8,46421;"Marinespeed"
"Dictyota dichotoma";54,31561;-9,5109;"Marinespeed"
"Dictyota dichotoma";51,71655;-10,01049;"Marinespeed"
"Dictyota dichotoma";57,35301;-6,66012;"Marinespeed"
"Dictyota dichotoma";57,20833333;-6,375;"Marinespeed"
"Dictyota dichotoma";55,74843;-6,32947;"Marinespeed"
"Dictyota dichotoma";57,93357;-6,52726;"Marinespeed"
"Dictyota dichotoma";56,01826;-5,3497;"Marinespeed"
"Dictyota dichotoma";55,92744;-5,60452;"Marinespeed"
"Dictyota dichotoma";56,34799;-6,13162;"Marinespeed"
"Dictyota dichotoma";57,77911;-5,62575;"Marinespeed"
"Dictyota dichotoma";57,8431;-5,62038;"Marinespeed"
"Dictyota dichotoma";57,87149;-5,2706;"Marinespeed"
"Dictyota dichotoma";58,10884;6,82891;"Marinespeed"
"Dictyota dichotoma";58,36379;-5,17579;"Marinespeed"
"Dictyota dichotoma";50,66971;-4,75637;"Marinespeed"
"Dictyota dichotoma";50,57116;-4,995;"Marinespeed"
"Dictyota dichotoma";51,14732;-4,25561;"Marinespeed"
"Dictyota dichotoma";50,69332;-1,98655;"Marinespeed"
"Dictyota dichotoma";55,62292;-1,64664;"Marinespeed"
"Dictyota dichotoma";52,70389;-4,35875;"Marinespeed"
"Dictyota dichotoma";60,43622;-1,45399;"Marinespeed"
"Dictyota dichotoma";56,6357;-6,24141;"Marinespeed"
"Dictyota dichotoma";51,35597;1,01576;"Marinespeed"
"Dictyota dichotoma";59,00139;-3,36225;"Marinespeed"
"Dictyota dichotoma";56,76694;-6,05478;"Marinespeed"
"Dictyota dichotoma";49,98323;-5,24574;"Marinespeed"
"Dictyota dichotoma";51,78546;-5,17052;"Marinespeed"
"Dictyota dichotoma";57,02774;-7,32549;"Marinespeed"
"Dictyota dichotoma";50,22452;-3,8416;"Marinespeed"
"Dictyota dichotoma";54,07002;-3,17909;"Marinespeed"
"Dictyota dichotoma";37,09;-8,61;"Marinespeed"
"Dictyota dichotoma";38,54166667;-8,875;"Marinespeed"
"Dictyota dichotoma";43,55;-6,59;"Marinespeed"
"Dictyota dichotoma";43,56;-6,96;"Marinespeed"
"Dictyota dichotoma";38,98;1,56;"Marinespeed"
"Dictyota dichotoma";37,61;-0,68;"Marinespeed"
"Dictyota dichotoma";36,73;-3,73;"Marinespeed"
"Dictyota dichotoma";40,79;14,19;"Marinespeed"
"Dictyota dichotoma";50,65702;-1,19188;"Marinespeed"
"Dictyota dichotoma";60,287;-1,239;"Marinespeed"
"Dictyota dichotoma";59,04166667;-3,125;"Marinespeed"
"Dictyota dichotoma";55,625;-5,125;"Marinespeed"
"Dictyota dichotoma";55,37467;-7,23367;"Marinespeed"
"Dictyota dichotoma";38,23668;-0,54355;"Marinespeed"
"Dictyota dichotoma";40,30454;0,35257;"Marinespeed"
"Dictyota dichotoma";38,49625;-0,07619;"Marinespeed"
"Dictyota dichotoma";38,67907;0,18369;"Marinespeed"
"Dictyota dichotoma";57,33698;-6,43184;"Marinespeed"
"Dictyota dichotoma";56,90307;-5,90353;"Marinespeed"
"Dictyota dichotoma";56,98595;-5,59926;"Marinespeed"
"Dictyota dichotoma";57,362;-5,65434;"Marinespeed"
"Dictyota dichotoma";51,85752;-5,20029;"Marinespeed"
"Dictyota dichotoma";51,24719;-3,78472;"Marinespeed"
"Dictyota dichotoma";51,23092;-4,01186;"Marinespeed"
"Dictyota dichotoma";56,43856;-6,13984;"Marinespeed"
"Dictyota dichotoma";60,34535;-1,67295;"Marinespeed"
"Dictyota dichotoma";60,54243;-1,51783;"Marinespeed"
"Dictyota dichotoma";57,01378;-5,81293;"Marinespeed"
"Dictyota dichotoma";55,7204;-1,85751;"Marinespeed"
"Dictyota dichotoma";58,22621;-6,86125;"Marinespeed"
"Dictyota dichotoma";50,49732;-3,51234;"Marinespeed"
"Dictyota dichotoma";49,98054;-6,32005;"Marinespeed"
"Dictyota dichotoma";57,46285;-7,25184;"Marinespeed"
"Dictyota dichotoma";50,69361;-3,091;"Marinespeed"
"Dictyota dichotoma";56,90831;-7,50586;"Marinespeed"
"Dictyota dichotoma";59,24717;-2,73553;"Marinespeed"
"Dictyota dichotoma";59,30631;-2,58575;"Marinespeed"
"Dictyota dichotoma";57,80756;-8,59583;"Marinespeed"
"Dictyota dichotoma";57,84237;-8,60221;"Marinespeed"
"Dictyota dichotoma";50,69809;-2,75265;"Marinespeed"
"Dictyota dichotoma";35,9333;-3,0333;"Marinespeed"
"Dictyota dichotoma";38,76907;0,18015;"Marinespeed"
"Dictyota dichotoma";36,82;-2,05;"Marinespeed"
"Dictyota dichotoma";41,23;1,75;"Marinespeed"
"Dictyota dichotoma";37,09;-8,49;"Marinespeed"
"Dictyota dichotoma";36,91;-1,93;"Marinespeed"
"Dictyota dichotoma";39,16;1,55;"Marinespeed"
"Dictyota dichotoma";50,66355;-2,35376;"Marinespeed"
"Dictyota dichotoma";50,57413;-1,92938;"Marinespeed"
"Dictyota dichotoma";51,96896;-5,10337;"Marinespeed"
"Dictyota dichotoma";57,04898;-6,61034;"Marinespeed"
"Dictyota dichotoma";51,62901;-4,88932;"Marinespeed"
"Dictyota dichotoma";51,34285;1,08743;"Marinespeed"
"Dictyota dichotoma";55,12811;-8,2971;"Marinespeed"
"Dictyota dichotoma";55,21143;-6,20809;"Marinespeed"
"Dictyota dichotoma";55,21358;-6,11214;"Marinespeed"
"Dictyota dichotoma";51,52052;-9,45315;"Marinespeed"
"Dictyota dichotoma";54,30002;-9,98255;"Marinespeed"
"Dictyota dichotoma";53,15924;-4,31857;"Marinespeed"
"Dictyota dichotoma";51,70255;-9,48936;"Marinespeed"
"Dictyota dichotoma";50,2303;-4,81088;"Marinespeed"
"Dictyota dichotoma";54,06466;-4,6668;"Marinespeed"
"Dictyota dichotoma";55,64483;-5,47275;"Marinespeed"
"Dictyota dichotoma";53,26564;-4,08361;"Marinespeed"
"Dictyota dichotoma";52,11954;-10,32829;"Marinespeed"
"Dictyota dichotoma";56,06828;-2,72565;"Marinespeed"
"Dictyota dichotoma";50,66328;-1,47857;"Marinespeed"
"Dictyota dichotoma";50,68778;-1,07192;"Marinespeed"
"Dictyota dichotoma";55,88576;-5,67585;"Marinespeed"
"Dictyota dichotoma";57,27756;-5,91989;"Marinespeed"
"Dictyota dichotoma";48,73;-3,98;"Marinespeed"
"Dictyota dichotoma";40,92;8,71;"Marinespeed"
"Dictyota dichotoma";59,12426;-2,98623;"Marinespeed"
"Dictyota dichotoma";57,03088;-7,3573;"Marinespeed"
"Dictyota dichotoma";56,20561;-5,68546;"Marinespeed"
"Dictyota dichotoma";56,24622;-5,77012;"Marinespeed"
"Dictyota dichotoma";56,51448;-6,39054;"Marinespeed"
"Dictyota dichotoma";56,48276;-6,42264;"Marinespeed"
"Dictyota dichotoma";57,70568;-5,76957;"Marinespeed"
"Dictyota dichotoma";56,55407;-5,4181;"Marinespeed"
"Dictyota dichotoma";40,48717;0,46337;"Marinespeed"
"Dictyota dichotoma";51,61952;-4,81719;"Marinespeed"
"Dictyota dichotoma";51,59873;-4,93144;"Marinespeed"
"Dictyota dichotoma";53,34683;-3,87796;"Marinespeed"
"Dictyota dichotoma";51,92843;-5,22207;"Marinespeed"
"Dictyota dichotoma";51,63601;-5,05672;"Marinespeed"
"Dictyota dichotoma";53,23447;-4,14279;"Marinespeed"
"Dictyota dichotoma";51,57191;-3,81112;"Marinespeed"
"Dictyota dichotoma";57,02646;-6,149;"Marinespeed"
"Dictyota dichotoma";49,72612;-2,25638;"Marinespeed"
"Dictyota dichotoma";54,20478;-4,39592;"Marinespeed"
"Dictyota dichotoma";49,2513;-2,11871;"Marinespeed"
"Dictyota dichotoma";49,23782;-2,07951;"Marinespeed"
"Dictyota dichotoma";56,94804;-6,12711;"Marinespeed"
"Dictyota dichotoma";58,27889;-6,8719;"Marinespeed"
"Dictyota dichotoma";57,94743;-6,97401;"Marinespeed"
"Dictyota dichotoma";51,79755;-9,94049;"Marinespeed"
"Dictyota dichotoma";56,71367;-6,43012;"Marinespeed"
"Dictyota dichotoma";50,78265;-0,36923;"Marinespeed"
"Dictyota dichotoma";54,16051;-4,74267;"Marinespeed"
"Dictyota dichotoma";54,47094;-8,44195;"Marinespeed"
"Dictyota dichotoma";57,96443;-5,36026;"Marinespeed"
"Dictyota dichotoma";52,80198;-4,6534;"Marinespeed"
"Dictyota dichotoma";51,70095;-5,26739;"Marinespeed"
"Dictyota dichotoma";52,87061;-4,4302;"Marinespeed"
"Dictyota dichotoma";52,70644;-4,32039;"Marinespeed"
"Dictyota dichotoma";50,42372;-5,09411;"Marinespeed"
"Dictyota dichotoma";55,06161;-6,04371;"Marinespeed"
"Dictyota dichotoma";54,27124;-9,20687;"Marinespeed"
"Dictyota dichotoma";52,12235;-10,26565;"Marinespeed"
"Dictyota dichotoma";53,16556;-9,26417;"Marinespeed"
"Dictyota dichotoma";54,44201;-5,6154;"Marinespeed"
"Dictyota dichotoma";53,26982;-6,09642;"Marinespeed"
"Dictyota dichotoma";51,87953;-7,87947;"Marinespeed"
"Dictyota dichotoma";55,19006;-6,72351;"Marinespeed"
"Dictyota dichotoma";51,64974;-9,57485;"Marinespeed"
"Dictyota dichotoma";55,15325;-7,6941;"Marinespeed"
"Dictyota dichotoma";54,62292;-8,62851;"Marinespeed"
"Dictyota dichotoma";53,6385;-10,20439;"Marinespeed"
"Dictyota dichotoma";53,96321;-10,18797;"Marinespeed"
"Dictyota dichotoma";53,97157;-10,12287;"Marinespeed"
"Dictyota dichotoma";52,1816;-6,34356;"Marinespeed"
"Dictyota dichotoma";52,13547;-6,59795;"Marinespeed"
"Dictyota dichotoma";54,34022;-5,51872;"Marinespeed"
"Dictyota dichotoma";54,54756;-5,68702;"Marinespeed"
"Dictyota dichotoma";54,53251;-5,56116;"Marinespeed"
"Dictyota dichotoma";53,08914;-9,64039;"Marinespeed"
"Dictyota dichotoma";52,49105;-9,71616;"Marinespeed"
"Dictyota dichotoma";54,66229;-8,8404;"Marinespeed"
"Dictyota dichotoma";51,64811;-8,53399;"Marinespeed"
"Dictyota dichotoma";51,94663;-7,79369;"Marinespeed"
"Dictyota dichotoma";40,42;17,2;"Marinespeed"
"Dictyota dichotoma";60,31665;-1,68953;"Marinespeed"
"Dictyota dichotoma";59,22057;-2,46515;"Marinespeed"
"Dictyota dichotoma";57,72138;-7,04715;"Marinespeed"
"Dictyota dichotoma";54,73614;-4,57013;"Marinespeed"
"Dictyota dichotoma";59,09299;-3,36413;"Marinespeed"
"Dictyota dichotoma";57,73663;-6,9803;"Marinespeed"
"Dictyota dichotoma";56,89096;-6,11259;"Marinespeed"
"Dictyota dichotoma";55,6399;-1,61312;"Marinespeed"
"Dictyota dichotoma";52,92021;1,34811;"Marinespeed"
"Dictyota dichotoma";56,85012;-6,28374;"Marinespeed"
"Dictyota dichotoma";53,42086;-4,60449;"Marinespeed"
"Dictyota dichotoma";52,84136;-4,40926;"Marinespeed"
"Dictyota dichotoma";52,85411;-4,35649;"Marinespeed"
"Dictyota dichotoma";49,49798;-2,43621;"Marinespeed"
"Dictyota dichotoma";50,75996;-0,98545;"Marinespeed"
"Dictyota dichotoma";51,73049;-10,22427;"Marinespeed"
"Dictyota dichotoma";49,94375;-6,24424;"Marinespeed"
"Dictyota dichotoma";50,04986;-5,58001;"Marinespeed"
"Dictyota dichotoma";50,58899;-2,00071;"Marinespeed"
"Dictyota dichotoma";50,60868;-1,84665;"Marinespeed"
"Dictyota dichotoma";50,58508;-2,27053;"Marinespeed"
"Dictyota dichotoma";56,59951;-6,52762;"Marinespeed"
"Dictyota dichotoma";57,13879;-5,78279;"Marinespeed"
"Dictyota dichotoma";58,50848;-4,66335;"Marinespeed"
"Dictyota dichotoma";50,75294;-0,64816;"Marinespeed"
"Dictyota dichotoma";60,33643;-0,86691;"Marinespeed"
"Dictyota dichotoma";51,70577;-4,96732;"Marinespeed"
"Dictyota dichotoma";51,6427;-9,90411;"Marinespeed"
"Dictyota dichotoma";51,54166667;-9,708333333;"Marinespeed"
"Dictyota dichotoma";51,61027;-10,18604;"Marinespeed"
"Dictyota dichotoma";52,67499;-9,69936;"Marinespeed"
"Dictyota dichotoma";54,95272;-5,72782;"Marinespeed"
"Dictyota dichotoma";54,72482;-5,7468;"Marinespeed"
"Dictyota dichotoma";54,54934;-5,59416;"Marinespeed"
"Dictyota dichotoma";58,1564;8,2909;"Marinespeed"
"Dictyota dichotoma";51,63025;-4,68561;"Marinespeed"
"Dictyota dichotoma";50,65634;-3,34411;"Marinespeed"
"Dictyota dichotoma";50,75039;-1,07851;"Marinespeed"
"Dictyota dichotoma";56,48478;-6,80336;"Marinespeed"
"Dictyota dichotoma";57,05981;-6,37146;"Marinespeed"
"Dictyota dichotoma";60,18624;-1,00824;"Marinespeed"
"Dictyota dichotoma";54,79924;-5,68978;"Marinespeed"
"Dictyota dichotoma";60,33459;-1,03092;"Marinespeed"
"Dictyota dichotoma";50,34371;-4,45066;"Marinespeed"
"Dictyota dichotoma";55,26452;-7,61591;"Marinespeed"
"Dictyota dichotoma";54,67558;-5,5901;"Marinespeed"
"Dictyota dichotoma";54,84559;-8,45139;"Marinespeed"
"Dictyota dichotoma";54,98189;-7,61028;"Marinespeed"
"Dictyota dichotoma";52,93012;-9,4603;"Marinespeed"
"Dictyota dichotoma";52,93593;-9,42629;"Marinespeed"
"Dictyota dichotoma";54,05171;-5,99212;"Marinespeed"
"Dictyota dichotoma";51,73613;-9,66543;"Marinespeed"
"Dictyota dichotoma";53,23609;-9,38607;"Marinespeed"
"Dictyota dichotoma";53,52215;-10,12898;"Marinespeed"
"Dictyota dichotoma";37,77;-8,8;"Marinespeed"
"Dictyota dichotoma";54,85162;-5,12756;"Marinespeed"
"Dictyota dichotoma";54,79022;-4,34175;"Marinespeed"
"Dictyota dichotoma";55,84812;-5,29028;"Marinespeed"
"Dictyota dichotoma";55,82678;-5,2134;"Marinespeed"
"Dictyota dichotoma";58,28769;-5,19969;"Marinespeed"
"Dictyota dichotoma";56,12585;-5,58444;"Marinespeed"
"Dictyota dichotoma";56,57332;-6,30285;"Marinespeed"
"Dictyota dichotoma";56,32939;-6,25589;"Marinespeed"
"Dictyota dichotoma";57,32301;-7,23848;"Marinespeed"
"Dictyota dichotoma";57,79668;-5,60899;"Marinespeed"
"Dictyota dichotoma";57,32741;-7,2624;"Marinespeed"
"Dictyota dichotoma";59,31837;5,61998;"Marinespeed"
"Dictyota dichotoma";51,87835;-5,38781;"Marinespeed"
"Dictyota dichotoma";49,99697;-5,269;"Marinespeed"
"Dictyota dichotoma";50,5967;-4,9104;"Marinespeed"
"Dictyota dichotoma";51,20423;-4,14672;"Marinespeed"
"Dictyota dichotoma";51,21326;-4,09558;"Marinespeed"
"Dictyota dichotoma";52,77165;-4,5181;"Marinespeed"
"Dictyota dichotoma";50,21373;-3,78371;"Marinespeed"
"Dictyota dichotoma";50,53894;-3,49391;"Marinespeed"
"Dictyota dichotoma";56,19109;-5,62923;"Marinespeed"
"Dictyota dichotoma";58,95632;-2,70673;"Marinespeed"
"Dictyota dichotoma";50,71759;-2,79547;"Marinespeed"
"Dictyota dichotoma";50,21696;-4,80449;"Marinespeed"
"Dictyota dichotoma";56,99329;-7,53823;"Marinespeed"
"Dictyota dichotoma";58,92952;-2,9633;"Marinespeed"
"Dictyota dichotoma";51,73871;0,81663;"Marinespeed"
"Dictyota dichotoma";58,99118;-2,88148;"Marinespeed"
"Dictyota dichotoma";42,29166667;3,125;"Marinespeed"
"Dictyota dichotoma";38,88;1,44;"Marinespeed"
"Dictyota dichotoma";49,71;0,2;"Marinespeed"
"Dictyota dichotoma";55,22215;-6,26675;"Marinespeed"
"Dictyota dichotoma";54,94867;-5,90081;"Marinespeed"
"Dictyota dichotoma";52,41525;-9,95326;"Marinespeed"
"Dictyota dichotoma";51,95197;-10,32147;"Marinespeed"
"Dictyota dichotoma";51,96503;-7,67863;"Marinespeed"
"Dictyota dichotoma";52,13508;-6,55034;"Marinespeed"
"Dictyota dichotoma";55,24867;-8,26789;"Marinespeed"
"Dictyota dichotoma";53,16158;-9,0491;"Marinespeed"
"Dictyota dichotoma";54,24711;-5,71922;"Marinespeed"
"Dictyota dichotoma";54,44314;-5,5418;"Marinespeed"
"Dictyota dichotoma";54,82928;-5,75811;"Marinespeed"
"Dictyota dichotoma";54,09853;-5,90016;"Marinespeed"
"Dictyota dichotoma";60,38902;4,97;"Marinespeed"
"Dictyota dichotoma";50,31855;-4,22597;"Marinespeed"
"Dictyota dichotoma";50,37384;-4,18003;"Marinespeed"
"Dictyota dichotoma";51,53927;-4,37951;"Marinespeed"
"Dictyota dichotoma";52,03554;-4,90891;"Marinespeed"
"Dictyota dichotoma";54,67592;-4,86964;"Marinespeed"
"Dictyota dichotoma";50,61834;-2,5365;"Marinespeed"
"Dictyota dichotoma";50,09407;-5,10778;"Marinespeed"
"Dictyota dichotoma";56,318;-5,6251;"Marinespeed"
"Dictyota dichotoma";50,65789;-3,20266;"Marinespeed"
"Dictyota dichotoma";54,41558;-8,57229;"Marinespeed"
"Dictyota dichotoma";52,07919;-6,66007;"Marinespeed"
"Dictyota dichotoma";54,66825;-5,51891;"Marinespeed"
"Dictyota dichotoma";57,0067;-6,46166;"Marinespeed"
"Dictyota dichotoma";55,19943;-8,04476;"Marinespeed"
"Dictyota dichotoma";54,17036;-10,0514;"Marinespeed"
"Dictyota dichotoma";56,06842;-6,18041;"Marinespeed"
"Dictyota dichotoma";54,93859;-5,06715;"Marinespeed"
"Dictyota dichotoma";54,55635;-5,46338;"Marinespeed"
"Dictyota dichotoma";50,33652;-4,49246;"Marinespeed"
"Dictyota dichotoma";50,70406;-1,88457;"Marinespeed"
"Dictyota dichotoma";49,42542;-2,39343;"Marinespeed"
"Dictyota dichotoma";50,80789;-0,13271;"Marinespeed"
"Dictyota dichotoma";50,77409;-0,46741;"Marinespeed"
"Dictyota dichotoma";60,28902;-1,46911;"Marinespeed"
"Dictyota dichotoma";57,72114;-7,0757;"Marinespeed"
"Dictyota dichotoma";57,88062;-5,50094;"Marinespeed"
"Dictyota dichotoma";57,89086;-7,08445;"Marinespeed"
"Dictyota dichotoma";53,69415;-10,1478;"Marinespeed"
"Dictyota dichotoma";56,93856;-6,16884;"Marinespeed"
"Dictyota dichotoma";50,7039;-0,76854;"Marinespeed"
"Dictyota dichotoma";51,68798;-4,97701;"Marinespeed"
"Dictyota dichotoma";42,23;3,18;"Marinespeed"
"Dictyota dichotoma";36,52;-6,26;"Marinespeed"
"Dictyota dichotoma";42,41;3,18;"Marinespeed"
"Dictyota dichotoma";57,51322;-6,4081;"Marinespeed"
"Dictyota dichotoma";55,63998;-6,08211;"Marinespeed"
"Dictyota dichotoma";56,45808;-6,17445;"Marinespeed"
"Dictyota dichotoma";58,10038;-6,46516;"Marinespeed"
"Dictyota dichotoma";58,11884;-6,37399;"Marinespeed"
"Dictyota dichotoma";58,03366;6,9616;"Marinespeed"
"Dictyota dichotoma";57,72588;-5,69436;"Marinespeed"
"Dictyota dichotoma";58,42067;-5,09183;"Marinespeed"
"Dictyota dichotoma";57,32797;-7,22754;"Marinespeed"
"Dictyota dichotoma";50,59046;-4,87186;"Marinespeed"
"Dictyota dichotoma";50,21901;-5,49171;"Marinespeed"
"Dictyota dichotoma";49,96413;-5,28491;"Marinespeed"
"Dictyota dichotoma";50,24832;-3,75695;"Marinespeed"
"Dictyota dichotoma";51,12415;-4,24448;"Marinespeed"
"Dictyota dichotoma";55,91989;-2,14162;"Marinespeed"
"Dictyota dichotoma";50,93079;-4,54973;"Marinespeed"
"Dictyota dichotoma";50,73031;0,19017;"Marinespeed"
"Dictyota dichotoma";56,72132;-6,23634;"Marinespeed"
"Dictyota dichotoma";52,95461;-4,49894;"Marinespeed"
"Dictyota dichotoma";49,87289;-6,4065;"Marinespeed"
"Dictyota dichotoma";50,29992;-4,01444;"Marinespeed"
"Dictyota dichotoma";50,71147;-2,76845;"Marinespeed"
"Dictyota dichotoma";50,71279;-2,95546;"Marinespeed"
"Dictyota dichotoma";39,31185;-0,27444;"Marinespeed"
"Dictyota dichotoma";51,3878;1,4431;"Marinespeed"
"Dictyota dichotoma";51,2339;-3,5842;"Marinespeed"
"Dictyota dichotoma";43,21;5,55;"Marinespeed"
"Dictyota dichotoma";58,21667;11,3;"Marinespeed"
"Dictyota dichotoma";51,63196;-4,23984;"Marinespeed"
"Dictyota dichotoma";43,37008;5,28166;"Marinespeed"
"Dictyota dichotoma";54,42108;-8,49059;"Marinespeed"
"Dictyota dichotoma";54,74221;-8,75193;"Marinespeed"
"Dictyota dichotoma";37,88101;-0,78279;"Marinespeed"
"Dictyota dichotoma";50,13987;-4,93856;"Marinespeed"
"Dictyota dichotoma";50,62855;-1,93425;"Marinespeed"
"Dictyota dichotoma";58,30793;-6,79386;"Marinespeed"
"Dictyota dichotoma";57,08398;-5,86969;"Marinespeed"
"Dictyota dichotoma";58,47847;-4,72284;"Marinespeed"
"Dictyota dichotoma";58,22572;-6,92088;"Marinespeed"
"Dictyota dichotoma";56,64564;-6,47111;"Marinespeed"
"Dictyota dichotoma";60,64235;-0,93848;"Marinespeed"
"Dictyota dichotoma";50,35682;-4,15184;"Marinespeed"
"Dictyota dichotoma";50,21594;-3,87211;"Marinespeed"
"Dictyota dichotoma";52,98323;-4,46334;"Marinespeed"
"Dictyota dichotoma";50,69457;-2,98341;"Marinespeed"
"Dictyota dichotoma";55,61059;-6,15374;"Marinespeed"
"Dictyota dichotoma";57,87608;-5,12422;"Marinespeed"
"Dictyota dichotoma";57,99896;-5,34656;"Marinespeed"
"Dictyota dichotoma";51,54724;-3,94717;"Marinespeed"
"Dictyota dichotoma";51,37384;-3,50871;"Marinespeed"
"Dictyota dichotoma";51,56325;-4,0633;"Marinespeed"
"Dictyota dichotoma";57,92696;-6,61096;"Marinespeed"
"Dictyota dichotoma";56,35769;-6,191;"Marinespeed"
"Dictyota dichotoma";54,78432;-4,12519;"Marinespeed"
"Dictyota dichotoma";59,45138;5,82086;"Marinespeed"
"Dictyota dichotoma";58,11356;-6,42263;"Marinespeed"
"Dictyota dichotoma";57,91886;-5,24619;"Marinespeed"
"Dictyota dichotoma";52,45828;-4,22488;"Marinespeed"
"Dictyota dichotoma";50,09898;-5,12628;"Marinespeed"
"Dictyota dichotoma";60,72182;-0,99636;"Marinespeed"
"Dictyota dichotoma";60,83483;-0,86588;"Marinespeed"
"Dictyota dichotoma";58,64652;-3,08301;"Marinespeed"
"Dictyota dichotoma";54,15169;-0,16466;"Marinespeed"
"Dictyota dichotoma";49,97825;-6,28496;"Marinespeed"
"Dictyota dichotoma";52,60823;-4,13941;"Marinespeed"
"Dictyota dichotoma";53,15453;-4,44173;"Marinespeed"
"Dictyota dichotoma";52,79166667;-4,208333333;"Marinespeed"
"Dictyota dichotoma";50,2566;-4,76472;"Marinespeed"
"Dictyota dichotoma";50,33829;-4,45179;"Marinespeed"
"Dictyota dichotoma";35,98;-5,61;"Marinespeed"
"Dictyota dichotoma";37,9;-8,83;"Marinespeed"
"Dictyota dichotoma";41,96;3,18;"Marinespeed"
"Dictyota dichotoma";39,52;2,59;"Marinespeed"
"Dictyota dichotoma";38,44;-9,06;"Marinespeed"
"Dictyota dichotoma";43,32;-2,41;"Marinespeed"
"Dictyota dichotoma";51,37916;1,32203;"Marinespeed"
"Dictyota dichotoma";57,839;-6,915;"Marinespeed"
"Dictyota dichotoma";56,495;-6,12;"Marinespeed"
